-14.9938,-9.9064,-44.6398,992322127423292
-15.0182,-9.7844,-44.237198,992322137424675
-15.0914,-9.8698,-44.944798,992322147408644
-14.6765995,-9.2354,-44.6764,992322157424473
-14.4692,-9.6868,-44.9936,992322167424513
-14.7498,-9.698999,-45.3718,992322177408482
-14.1398,-9.1866,-45.0302,992322187422968
-14.5546,-9.6258,-45.2986,992322197410435
-14.542399,-9.577,-45.2986,992322207424270
-14.5789995,-9.638,-44.786198,992322217424393
-14.0666,-9.4428,-44.835,992322227424230
-14.4326,-9.5404,-45.408398,992322237424271
-14.091,-9.5648,-44.225,992322247423864
-14.5789995,-9.7234,-44.8838,992322257422318
-14.212999,-9.5404,-45.8354,992322267424109
-14.274,-9.4428,-44.8106,992322277423784
-14.884,-9.6258,-44.7618,992322287422156
-14.347199,-9.9186,-45.201,992322297427813
-14.151999,-9.5526,-44.9204,992322307410397
-13.6518,-9.6502,-44.871597,992322317441566
-14.5789995,-10.187,-45.079,992322327420367
-13.8348,-9.9796,-45.3474,992322337409747
-14.6644,-9.4672,-45.1888,992322347421141
-14.457,-9.638,-45.103397,992322357407713
-14.2862,-9.2842,-44.712997,992322367407958
-13.6396,-9.4184,-45.384,992322377407958
-14.0666,-9.7355995,-44.835,992322387423746
-13.5176,-9.9307995,-45.884197,992322397423665
-13.969,-9.7112,-44.7374,992322407423584
-13.785999,-9.698999,-44.554398,992322417423543
-13.785999,-9.882,-44.7496,992322427423503
-14.091,-9.6624,-44.4202,992322437407430
-13.493199,-10.37,-44.6764,992322447421876
-13.1882,-10.1016,-44.5056,992322457438599
-13.4688,-10.736,-44.871597,992322467438966
-13.481,-10.2114,-44.6764,992322477419394
-13.066199,-10.8214,-45.1156,992322487438926
-13.7738,-10.1748,-44.652,992322497438763
-13.1394,-10.0772,-45.5182,992322507419965
-13.163799,-10.3822,-45.0058,992322517438764
-12.8344,-10.6872,-45.5304,992322527423098
-13.785999,-10.711599,-44.7496,992322537423058
-14.2984,-10.516399,-45.0058,992322547422936
-13.7738,-10.5652,-45.0546,992322557422936
-13.7738,-10.1748,-45.0546,992322567423059
-13.7738,-10.4066,-44.957,992322577421350
-13.883599,-10.3334,-44.944798,992322587422896
-13.7616,-10.516399,-45.249798,992322597422815
-13.969,-10.4798,-45.2376,992322607407190
-13.5542,-10.2358,-45.0668,992322617422612
-13.9567995,-10.4432,-45.14,992322627422531
-13.5664,-10.4798,-45.2742,992322637421229
-13.8592,-10.6384,-45.14,992322647422450
-13.969,-10.6384,-45.0302,992322657422247
-13.9446,-10.418799,-45.445,992322667422410
-13.664,-10.8336,-45.0546,992322677422410
-13.664,-10.5774,-45.4694,992322687422533
-13.5542,-10.6018,-45.2742,992322697421027
-13.2858,-10.6262,-44.591,992322707431078
-13.5664,-10.8214,-45.1644,992322717406827
-13.3468,-10.736,-45.493797,992322727413460
-13.3712,-10.5896,-45.1888,992322737401985
-13.2858,-10.6018,-44.6886,992322747406421
-13.2736,-10.5042,-45.091198,992322757406299
-13.785999,-10.858,-44.944798,992322767406218
-13.590799,-11.1874,-45.0668,992322777406625
-13.7982,-11.1874,-44.835,992322787417978
-13.2736,-10.8214,-44.786198,992322797418263
-13.066199,-10.9922,-45.2132,992322807418426
-13.590799,-10.8702,-44.957,992322817418141
-13.0418,-11.1751995,-45.713398,992322827418060
-13.3834,-11.346,-45.176598,992322837417694
-13.3224,-11.467999,-44.3714,992322847417898
-13.5054,-11.285,-44.5666,992322857421764
-13.3224,-11.1142,-44.1762,992322867421683
-13.3834,-11.565599,-45.2742,992322877421846
-13.493199,-11.565599,-45.0668,992322887421642
-13.2126,-11.7242,-44.481197,992322897420096
-13.4321995,-11.8218,-44.5666,992322907421602
-13.1882,-11.1874,-44.7984,992322917421603
-13.2126,-11.8462,-44.6764,992322927421521
-13.590799,-10.8946,-44.7618,992322937421400
-13.0784,-11.2727995,-45.103397,992322947400485
-13.297999,-11.102,-44.9936,992322957426975
-12.870999,-11.6022,-45.1156,992322967437147
-13.005199,-11.7364,-44.7984,992322977437229
-13.005199,-11.2118,-44.408,992322987425836
-12.5904,-11.4436,-44.944798,992322997437148
-13.005199,-11.59,-44.8106,992323007420140
-12.5904,-11.3948,-44.7374,992323017419693
-12.2732,-11.7973995,-44.9692,992323027421036
-11.8462,-11.4558,-45.2132,992323037420914
-12.6026,-11.6388,-44.7374,992323047404923
-12.285399,-11.5412,-44.9692,992323057420467
-12.2732,-11.9682,-45.2742,992323067420630
-12.187799,-12.017,-45.176598,992323077420833
-12.2732,-11.431399,-45.2742,992323087419328
-12.3708,-11.6876,-45.261997,992323097420671
-12.1756,-11.4436,-44.8838,992323107399228
-12.4928,-11.565599,-44.8472,992323117420590
-12.993,-12.017,-45.3108,992323127431048
-12.3952,-11.7364,-44.957,992323137405047
-12.688,-11.8706,-45.0302,992323147406187
-12.7978,-12.090199,-44.8106,992323157410093
-12.8954,-11.6998,-44.8106,992323167422748
-12.8466,-11.8949995,-43.798,992323177408303
-13.2126,-12.053599,-44.6764,992323187404438
-13.0906,-12.2122,-45.2986,992323197404723
-13.1882,-11.5412,-44.9936,992323207404723
-13.5176,-12.1268,-44.859398,992323217404479
-12.7978,-12.1024,-44.8106,992323227404520
-12.7612,-11.7486,-45.2254,992323237411194
-12.8832,-11.8096,-45.017998,992323247404033
-12.749,-11.4802,-45.5304,992323257404074
-12.688,-11.9804,-44.9326,992323267419984
-12.675799,-11.8828,-45.1278,992323277415874
-12.809999,-12.2122,-44.6154,992323287416607
-12.8222,-11.760799,-44.005398,992323297416078
-12.4684,-11.2972,-44.957,992323307416363
-12.5904,-11.626599,-44.7374,992323317435813
-12.578199,-11.5168,-45.0424,992323327435895
-12.8588,-12.2244,-45.408398,992323337433861
-13.115,-11.9316,-44.3836,992323347403832
-13.1882,-11.9072,-44.9814,992323357419498
-13.115,-11.3948,-44.286,992323367419539
-13.1882,-11.9925995,-44.9814,992323377419539
-13.2858,-12.443999,-45.481598,992323387415022
-13.2126,-12.2,-44.468998,992323397401758
-13.724999,-11.858399,-44.4324,992323407414291
-13.6152,-11.773,-44.5422,992323417419458
-13.005199,-11.9316,-44.7984,992323427419459
-13.102799,-11.834,-44.9936,992323437404973
-13.2126,-11.9804,-44.786198,992323447423935
-13.2248,-11.8828,-44.481197,992323457434840
-13.1272,-11.712,-44.078598,992323467433010
-13.2248,-11.7973995,-44.5788,992323477409369
-13.4566,-11.651,-43.9566,992323487435370
-12.8222,-12.139,-44.6154,992323497435045
-12.688,-11.8218,-44.835,992323507419094
-12.7123995,-11.773,-44.53,992323517419054
-12.6147995,-11.955999,-44.53,992323527418810
-12.8954,-12.0292,-45.1156,992323537417061
-12.6026,-11.9438,-44.835,992323547434965
-13.1272,-12.151199,-44.591,992323557412178
-12.9808,-11.6876,-45.0058,992323567406767
-13.2248,-12.4196,-44.6764,992323577419422
-12.9198,-11.955999,-44.5056,992323587405954
-13.5176,-12.017,-44.4446,992323597407541
-12.9198,-12.1268,-44.395798,992323607402984
-13.3102,-12.1146,-44.871597,992323617402943
-13.2126,-12.3952,-44.774,992323627402862
-13.2369995,-12.151199,-44.3714,992323637403147
-13.724999,-11.7973995,-44.3348,992323647403392
-13.603,-12.1146,-45.1522,992323657402619
-13.4078,-12.078,-44.554398,992323667402497
-13.8104,-12.2976,-44.8228,992323677402416
-13.7372,-12.5294,-44.4202,992323687402538
-13.847,-12.3098,-44.0176,992323697419099
-13.7494,-12.627,-44.322598,992323707402335
-13.1272,-12.578199,-44.2738,992323717418286
-13.627399,-12.322,-44.7374,992323727416699
-13.5176,-12.382999,-44.5422,992323737418164
-13.7128,-12.382999,-44.9326,992323747417880
-13.7128,-12.3708,-44.835,992323757418165
-13.627399,-12.2244,-44.237198,992323767417921
-14.0422,-12.322,-44.5056,992323777414422
-14.3228,-12.505,-44.9814,992323787414504
-13.8104,-12.1024,-44.627598,992323797448521
-13.627399,-12.322,-44.4324,992323807433506
-13.6518,-12.2366,-44.1274,992323817433669
-13.7982,-12.5538,-45.1278,992323827433670
-13.920199,-12.1146,-44.6154,992323837417597
-13.6518,-12.322,-43.7248,992323847417353
-13.8348,-12.8832,-44.6154,992323857415889
-13.724999,-12.5538,-44.627598,992323867417435
-13.7128,-12.3708,-44.7374,992323877417354
-14.2252,-12.2976,-44.481197,992323887417517
-13.5176,-12.7246,-44.6398,992323897401567
-14.2374,-12.627,-44.5788,992323907417477
-14.151999,-12.3586,-44.1884,992323917415850
-13.8348,-12.2366,-44.5178,992323927417315
-14.4936,-12.5171995,-43.6516,992323937432899
-14.5668,-12.4684,-44.1518,992323947418983
-14.8596,-12.8344,-44.4202,992323957432981
-14.4936,-12.3952,-43.3466,992323967451414
-14.6765995,-12.688,-44.1396,992323977421385
-14.969399,-12.870999,-44.1152,992323987422118
-14.871799,-12.7612,-44.225,992323997413776
-14.7864,-12.870999,-43.8224,992324007400959
-15.2987995,-12.7978,-43.773598,992324017403686
-14.5912,-12.7002,-43.737,992324027401041
-14.871799,-12.8466,-44.1152,992324037401245
-15.189,-12.8588,-43.8834,992324047401082
-14.871799,-12.4928,-43.92,992324057400920
-14.871799,-12.7368,-43.7126,992324067400961
-14.7741995,-12.968599,-44.0298,992324077400961
-14.762,-12.627,-44.0298,992324087416464
-14.8596,-12.627,-44.1274,992324097416790
-14.5668,-13.176,-44.237198,992324107415325
-14.1642,-12.688,-43.8834,992324117416628
-15.0792,-13.0174,-44.2006,992324127416465
-14.871799,-13.066199,-44.1152,992324137416506
-14.6765995,-13.261399,-43.8224,992324147416099
-14.639999,-12.7978,-44.4446,992324157420901
-14.9572,-12.5171995,-44.2128,992324167416263
-14.8962,-12.9808,-43.92,992324177414920
-14.9938,-13.0418,-43.700397,992324187416507
-14.762,-13.3224,-44.4202,992324197416345
-14.7864,-13.200399,-43.614998,992324207416020
-14.9938,-13.2248,-43.9078,992324217416305
-14.884,-13.200399,-43.9078,992324227416101
-15.2866,-13.115,-43.773598,992324237414596
-15.7136,-13.2858,-43.9444,992324247415776
-15.189,-13.481,-43.981,992324257415899
-14.8596,-13.3468,-44.4202,992324267415818
-15.0548,-13.359,-44.6032,992324277415940
-15.0792,-13.102799,-43.8956,992324287416795
-15.0792,-13.115,-43.9932,992324297414394
-15.189,-12.932,-43.8834,992324307415900
-14.9816,-13.2126,-44.005398,992324317415900
-15.164599,-12.8222,-44.2982,992324327415697
-15.1036,-13.1882,-43.4808,992324337415738
-14.762,-12.627,-44.237198,992324347415372
-15.006,-12.7123995,-43.5052,992324357394458
-15.066999,-12.675799,-44.408,992324367413948
-15.066999,-12.8344,-44.2982,992324377415658
-14.7864,-12.675799,-43.8224,992324387415332
-14.6522,-12.346399,-44.347,992324397410613
-15.262199,-12.8344,-44.3836,992324407400888
-14.798599,-12.932,-43.614998,992324417399301
-14.5546,-13.200399,-44.347,992324427411061
-14.444799,-12.809999,-44.4568,992324437412729
-14.4814,-12.9442,-43.9566,992324447411712
-14.6765995,-13.1272,-44.237198,992324457421193
-14.4692,-12.809999,-43.9566,992324467406342
-14.6765995,-12.8832,-43.932198,992324477411347
-14.762,-12.7368,-44.3348,992324487411713
-14.762,-12.9198,-44.4324,992324497399018
-14.5912,-12.7612,-43.541798,992324507399303
-13.9567995,-12.9808,-44.2006,992324517398897
-14.5668,-12.7123995,-43.9444,992324527399223
-14.2618,-12.078,-43.981,992324537399670
-13.847,-12.6147995,-44.1152,992324547398938
-13.8348,-12.346399,-44.4202,992324557398857
-14.310599,-12.578199,-44.9814,992324567414889
-13.9446,-12.2244,-44.408,992324577398858
-13.822599,-12.4074,-44.6154,992324587398858
-13.005199,-12.4684,-44.9936,992324597405979
-13.297999,-12.2122,-44.9692,992324607414850
-13.3102,-12.5538,-44.9692,992324617413304
-13.102799,-12.5416,-44.6764,992324627414769
-13.42,-12.382999,-44.652,992324637414606
-12.907599,-12.2732,-44.700798,992324647398737
-12.7612,-12.5171995,-45.5182,992324657414607
-13.102799,-11.8949995,-44.6886,992324667414444
-13.5054,-12.1268,-45.1644,992324677398535
-13.2858,-11.9925995,-45.079,992324687399064
-12.5904,-12.2366,-44.7252,992324697413957
-13.297999,-12.480599,-45.176598,992324707392472
-12.8954,-12.3586,-45.0058,992324717414120
-13.42,-12.322,-44.859398,992324727414039
-12.809999,-12.285399,-44.6154,992324737411598
-12.675799,-12.285399,-45.335197,992324747401222
-12.4928,-12.1756,-44.944798,992324757411639
-12.7002,-12.1756,-44.6154,992324767429502
-13.0906,-12.285399,-44.9936,992324777420917
-12.773399,-12.248799,-45.5304,992324787430154
-12.7002,-12.480599,-44.9204,992324797429665
-13.115,-12.4928,-44.6886,992324807429422
-12.7978,-12.2976,-44.9204,992324817420022
-12.5904,-12.809999,-45.1278,992324827397724
-12.382999,-12.5416,-44.8472,992324837404520
-12.3098,-12.6514,-44.7496,992324847397603
-12.4074,-12.8832,-44.8472,992324857402120
-12.382999,-12.6392,-45.249798,992324867397481
-12.3952,-13.0296,-45.3474,992324877397685
-12.187799,-12.9442,-45.261997,992324887397807
-12.7368,-12.5294,-44.408,992324897397604
-12.3098,-12.9808,-44.7496,992324907397604
-12.2,-12.4196,-44.9692,992324917409649
-11.9682,-12.8344,-45.5914,992324927410300
-12.090199,-13.200399,-45.0668,992324937410016
-11.8828,-13.102799,-45.091198,992324947409894
-11.7973995,-12.870999,-44.896,992324957409609
-11.6876,-12.932,-44.9082,992324967409569
-12.0048,-13.054,-44.9814,992324977409691
-11.9925995,-13.2492,-45.176598,992324987397159
-11.3948,-13.0296,-45.1278,992324997413069
-11.3948,-13.1516,-45.0302,992325007400008
-11.3094,-12.4196,-44.5422,992325017412988
-10.9922,-12.8832,-45.0668,992325027396956
-10.906799,-13.5054,-44.6642,992325037396875
-11.7364,-13.2126,-44.4934,992325047409286
-11.3094,-13.176,-45.0424,992325057411036
-11.4192,-13.297999,-44.7252,992325067410873
-11.59,-13.3468,-45.4206,992325077412338
-11.0166,-13.5664,-44.652,992325087412379
-10.8946,-13.5176,-45.0668,992325097412380
-10.797,-12.907599,-44.5788,992325107412339
-10.8824,-13.7006,-45.3718,992325117412258
-10.5774,-13.4566,-45.408398,992325127412218
-10.492,-13.542,-45.103397,992325137410957
-10.0772,-13.6152,-45.249798,992325147411974
-10.492,-13.5542,-45.103397,992325157412218
-9.9552,-12.9442,-45.4694,992325167412056
-9.9552,-13.42,-45.7622,992325177412015
-10.1992,-13.481,-44.9326,992325187412097
-9.882,-13.529799,-45.0546,992325197410470
-10.089399,-13.054,-44.8472,992325207418201
-10.1748,-13.2492,-45.3474,992325217411813
-9.6624,-13.3468,-45.384,992325227412179
-9.991799,-13.4321995,-44.944798,992325237412302
-10.2724,-13.3468,-45.640198,992325247408233
-10.187,-13.261399,-45.0424,992325257408193
-10.1504,-13.0296,-45.75,992325267409739
-9.5648,-12.9808,-45.201,992325277392812
-9.4916,-13.261399,-44.6886,992325287418895
-9.6502,-13.493199,-45.994,992325297407990
-9.894199,-13.200399,-44.9692,992325307429149
-9.76,-13.261399,-45.5792,992325317395906
-9.882,-13.4566,-45.4694,992325327395906
-9.8698,-12.773399,-45.481598,992325337396069
-9.6868,-13.0296,-44.8838,992325347395744
-9.9064,-13.297999,-44.7618,992325357395703
-10.065,-13.0906,-45.6524,992325367395703
-10.089399,-12.932,-45.0546,992325377395989
-9.577,-12.9198,-45.091198,992325387410068
-9.5526,-12.773399,-45.506,992325397411492
-9.796599,-13.115,-44.871597,992325407411492
-9.3696,-12.8832,-44.9082,992325417411452
-9.894199,-13.1882,-44.7618,992325427411411
-9.2598,-13.163799,-45.2254,992325437411371
-9.7722,-12.907599,-45.2864,992325447411168
-9.7722,-13.005199,-45.384,992325457409703
-9.394,-12.932,-44.8106,992325467411250
-9.6868,-13.200399,-45.1888,992325477411087
-9.5892,-13.1272,-45.3962,992325487411047
-9.4794,-13.6396,-45.201,992325497411006
-9.3818,-12.907599,-45.017998,992325507395422
-8.8572,-13.1882,-45.566998,992325517409501
-9.4916,-13.1272,-44.896,992325527410885
-9.1622,-12.932,-45.640198,992325537394935
-8.979199,-13.1394,-45.249798,992325547410438
-8.8694,-13.359,-45.249798,992325557410519
-8.8694,-12.9808,-45.261997,992325567410682
-8.7718,-13.2736,-45.3718,992325577409014
-8.6742,-13.493199,-45.2742,992325587410520
-8.5766,-13.7616,-45.079,992325597394570
-8.3448,-13.5176,-45.7012,992325607410928
-9.0036,-13.493199,-44.6398,992325617410602
-8.454599,-13.688399,-45.689,992325627410358
-8.662,-13.822599,-45.4694,992325637410562
-8.5766,-13.5664,-45.2742,992325647408650
-8.9914,-13.2126,-44.7374,992325657420654
-8.4668,-13.176,-45.091198,992325667406901
-8.881599,-13.8592,-44.944798,992325677402181
-8.4668,-13.2858,-45.1888,992325687415039
-8.1496,-13.5176,-45.5182,992325697394450
-8.979199,-13.664,-45.0424,992325707403769
-9.1866,-13.590799,-45.2254,992325717394329
-8.6742,-13.3834,-45.176598,992325727394614
-8.4668,-13.3712,-44.9814,992325737406658
-8.9548,-13.176,-45.6524,992325747407391
-8.588799,-13.395599,-44.774,992325757406618
-9.0646,-13.3712,-45.2376,992325767406374
-8.5766,-13.3712,-44.9814,992325777406090
-8.2716,-13.176,-44.9082,992325787405968
-8.2472,-13.603,-45.506,992325797410485
-8.5766,-13.297999,-45.176598,992325807409631
-8.5766,-13.590799,-45.2742,992325817409549
-9.076799,-12.993,-45.14,992325827409590
-8.662,-13.42,-45.1644,992325837408085
-8.6742,-13.3834,-44.871597,992325847409306
-8.4668,-13.6518,-45.079,992325857409428
-9.2109995,-13.7982,-44.712997,992325867409469
-8.3814,-13.8592,-44.8838,992325877409429
-8.8084,-13.7372,-44.7496,992325887409429
-8.6742,-13.297999,-45.0668,992325897407924
-8.7474,-13.102799,-45.6768,992325907423468
-8.967,-13.2736,-45.14,992325917425299
-9.1622,-13.627399,-45.5304,992325927425259
-8.8938,-13.0174,-44.5422,992325937425422
-9.089,-13.590799,-45.1278,992325947424608
-9.089,-13.7616,-45.0302,992325957424934
-8.979199,-13.724999,-45.14,992325967407641
-8.5644,-13.6152,-45.384,992325977409065
-8.783999,-13.8104,-45.0546,992325987409025
-9.1866,-13.7494,-45.017998,992325997408862
-9.0646,-13.1882,-45.445,992326007408659
-9.1866,-13.7494,-45.322998,992326017409025
-8.8938,-14.1276,-44.835,992326027407113
-8.6986,-13.9324,-44.652,992326037408660
-8.7962,-13.9567995,-44.7496,992326047408456
-8.783999,-13.822599,-45.0546,992326057408457
-8.9914,-14.396,-45.2376,992326067423879
-9.1988,-14.1764,-45.1156,992326077408620
-9.028,-14.3594,-44.5178,992326087397146
-8.9182,-13.969,-44.225,992326097410085
-9.6868,-14.0056,-45.2742,992326107392630
-8.9914,-14.2252,-44.9326,992326117392793
-9.406199,-13.7982,-44.896,992326127400198
-9.698999,-14.1642,-45.3718,992326137392549
-9.3208,-14.444799,-44.7984,992326147392590
-9.1988,-14.151999,-45.017998,992326157398694
-9.4916,-14.0422,-45.091198,992326167392265
-9.2476,-14.2008,-44.103,992326177392102
-9.7234,-14.4692,-44.7618,992326187392225
-8.7718,-14.2984,-45.4572,992326197392306
-9.0036,-14.0422,-44.7252,992326207392225
-9.2354,-14.3716,-44.5056,992326217392185
-9.1133995,-14.3594,-44.8228,992326227392348
-9.1012,-14.151999,-44.712997,992326237404107
-9.1133995,-13.908,-44.5178,992326247404637
-9.2109995,-14.444799,-44.700798,992326257404027
-9.2109995,-13.9934,-44.8106,992326267404312
-9.1133995,-14.1642,-44.712997,992326277404108
-9.4428,-14.518,-44.6886,992326287404149
-8.906,-14.6278,-44.835,992326297408219
-8.8206,-14.274,-44.4446,992326307407812
